2026-04-23 22:25:59,562 - 디바이스: CPU
2026-04-23 22:26:14,789 - 서버 환경: DistilBERT fine-tuning 활성화
2026-04-23 22:27:16,977 - Episode    0 | Reward: 0.0
2026-04-23 22:27:39,575 - Episode    1 | Reward: 0.0
2026-04-23 22:28:30,563 - Episode    2 | Reward: 0.0
2026-04-23 22:29:46,168 - Episode    3 | Reward: 0.0
2026-04-23 22:34:20,326 - Episode    4 | Reward: 0.0
2026-04-23 22:34:45,164 - Episode    5 | Reward: 0.0
2026-04-23 22:35:59,091 - Episode    6 | Reward: 1.0
2026-04-23 22:36:48,485 - Episode    7 | Reward: 2.0
2026-04-23 22:38:04,152 - Episode    8 | Reward: 0.0
